variables,units,values,description
tcc.main_bearing_number,Unavailable,2,
tcc.tower_mass,kg,[791445.95807925],
tcc.tower_mass_cost_coeff,USD/kg,[2.9],
tcc.tower_cost_external,USD,[2148240.64007701],
tcc.tower_parts_cost,USD,[2148240.64007701],
tcc.tower_assemblyCostMultiplier,,[0.],
tcc.tower_overheadCostMultiplier,,[0.],
tcc.tower_profitMultiplier,,[0.],
tcc.tower_transportMultiplier,,[0.],
tcc.rotor_cost,USD,[1944739.19428012],
tcc.rotor_mass_tcc,kg,[219678.78080895],
tcc.nacelle_cost,USD,[3000582.36422046],
tcc.nacelle_mass_tcc,kg,[220655.51144255],
tcc.tower_cost,USD,[2148240.64007701],
tcc.turbine_assemblyCostMultiplier,,[0.],
tcc.turbine_overheadCostMultiplier,,[0.],
tcc.turbine_profitMultiplier,,[0.],
tcc.turbine_transportMultiplier,,[0.],
tcc.turbine_cost,USD,[7093562.19857758],
tcc.turbine_cost_kW,USD/kW,[1418.71243972],
tcc.turbine_mass_tcc,kg,[1231780.25033075],
landbosse.blade_drag_coefficient,,[-1.],
landbosse.blade_lever_arm,m,[-1.],
landbosse.blade_install_cycle_time,h,[-1.],
landbosse.blade_offload_hook_height,m,[-1.],
landbosse.blade_offload_cycle_time,h,[-1.],
landbosse.blade_drag_multiplier,,[-1.],
landbosse.foundation_height,m,[0.],
landbosse.tower_section_length_m,m,[30.],
landbosse.nacelle_mass,kg,[220655.51144255],
landbosse.tower_mass,kg,[791445.95807925],
landbosse.blade_mass,kg,[57528.50436228],The mass of one rotor blade.
landbosse.hub_mass,kg,[47093.26772211],Mass of the rotor hub
landbosse.crane_breakdown_fraction,,[0.],0 means the crane is never broken down. 1 means it is broken down every turbine.
landbosse.construct_duration,,[9.],Total project construction time (months)
landbosse.hub_height_meters,m,[140.],Hub height m
landbosse.rotor_diameter_m,m,[203.79922077],Rotor diameter m
landbosse.wind_shear_exponent,,[0.2],Wind shear exponent
landbosse.turbine_rating_MW,MW,[5.],Turbine rating MW
landbosse.fuel_cost_usd_per_gal,,[1.5],Fuel cost USD/gal
landbosse.breakpoint_between_base_and_topping_percent,,[0.8],Breakpoint between base and topping (percent)
landbosse.turbine_spacing_rotor_diameters,,[7.],Turbine spacing (times rotor diameter)
landbosse.depth,m,[2.36],Foundation depth m
landbosse.rated_thrust_N,N,[1011774.23819054],Rated Thrust (N)
landbosse.bearing_pressure_n_m2,,[191521.],Bearing Pressure (n/m2)
landbosse.gust_velocity_m_per_s,m/s,[59.5],50-year Gust Velocity (m/s)
landbosse.road_length_adder_m,m,[5000.],Road length adder (m)
landbosse.fraction_new_roads,,[0.33],Percent of roads that will be constructed (0.0 - 1.0)
landbosse.road_quality,,[0.6],Road Quality (0-1)
landbosse.line_frequency_hz,Hz,[60.],Line Frequency (Hz)
landbosse.row_spacing_rotor_diameters,,[7.],Row spacing (times rotor diameter)
landbosse.trench_len_to_substation_km,km,[50.],Combined Homerun Trench Length to Substation (km)
landbosse.distance_to_interconnect_mi,mi,[4.97096954],Distance to interconnect (miles)
landbosse.interconnect_voltage_kV,kV,[130.],Interconnect Voltage (kV)
landbosse.critical_speed_non_erection_wind_delays_m_per_s,m/s,[15.],Non-Erection Wind Delay Critical Speed (m/s)
landbosse.critical_height_non_erection_wind_delays_m,m,[10.],Non-Erection Wind Delay Critical Height (m)
landbosse.road_width_ft,ft,[20.],Road width (ft)
landbosse.road_thickness,,[8.],Road thickness (in)
landbosse.crane_width,m,[12.2],Crane width (m)
landbosse.overtime_multiplier,,[1.4],Overtime multiplier
landbosse.markup_contingency,,[0.03],Markup contingency
landbosse.markup_warranty_management,,[0.0002],Markup warranty management
landbosse.markup_sales_and_use_tax,,[0.],Markup sales and use tax
landbosse.markup_overhead,,[0.05],Markup overhead
landbosse.markup_profit_margin,,[0.05],Markup profit margin
landbosse.Mass tonne,t,[1.],
landbosse.development_labor_cost_usd,USD,[1000000.],The cost of labor in the development phase
landbosse.labor_cost_multiplier,,[1.],Labor cost multiplier
landbosse.commissioning_pct,,[0.01],
landbosse.decommissioning_pct,,[0.15],
landbosse.road_distributed_winnd,Unavailable,False,
landbosse.num_turbines,Unavailable,120,Number of turbines in project
landbosse.number_of_blades,Unavailable,3,Number of blades on the rotor
landbosse.user_defined_home_run_trench,Unavailable,0,Flag for user-defined home run trench length (0 = no; 1 = yes)
landbosse.allow_same_flag,Unavailable,False,Allow same crane for base and topping (True or False)
landbosse.hour_day,Unavailable,"{'long': 24, 'normal': 10}","Dictionary of normal and long hours for construction in a day in the form of {'long': 24, 'normal': 10}"
landbosse.time_construct,Unavailable,normal,One of the keys in the hour_day dictionary to specify how many hours per day construction happens.
landbosse.user_defined_distance_to_grid_connection,Unavailable,False,Flag for user-defined home run trench length (True or False)
landbosse.rate_of_deliveries,Unavailable,10,Rate of deliveries (turbines per week)
landbosse.new_switchyard,Unavailable,True,New Switchyard (True or False)
landbosse.num_hwy_permits,Unavailable,10,Number of highway permits
landbosse.num_access_roads,Unavailable,2,Number of access roads
landbosse.site_facility_building_area_df,Unavailable,"   Size Min (MW)  Size Max (MW)  Building area (sq. ft.)
0              0            200                     3000
1            200            500                     5000
2            500            800                     7000
3            800           1000                     9000
4           1000           5000                    12000",site_facility_building_area DataFrame
landbosse.components,Unavailable,"           Component  Mass tonne  ...  Multplier drag rotor  Multiplier tower drag
0  Nacelle GE 1.5SLE        50.0  ...              1.000000                      0
1                Hub        15.4  ...              0.000000                      0
2            Blade 1         5.2  ...              0.666667                      0
3            Blade 2         5.2  ...              0.666667                      0
4            Blade 3         5.2  ...              0.666667                      0
5    Tower section 1        59.8  ...              0.000000                      1
6    Tower section 2        39.3  ...              0.000000                      1
7    Tower section 3        30.9  ...              0.000000                      1

[8 rows x 13 columns]","Dataframe of components for tower, blade, nacelle"
landbosse.crane_specs,Unavailable,"   Equipment name    Crane name  ... Hook Height m  Mobilization cost USD
0   Offload crane         LB 75  ...          12.5                 8040.0
1   Offload crane   Big LB 2580  ...          48.0               406100.0
2   Offload crane        LB 258  ...          48.0                40610.0
3   Crawler crane          M999  ...          57.0                68709.0
4   Crawler crane        LR1500  ...          94.0               184398.0
5   Crawler crane        LR1500  ...         100.0               184398.0
6   Crawler crane        LR1500  ...         106.0               184398.0
7   Crawler crane        LR1500  ...         112.0               184398.0
8   Crawler crane        LR1500  ...          94.0               184398.0
9   Crawler crane        LR1500  ...         100.0               184398.0
10  Crawler crane        LR1500  ...         112.0               184398.0
11  Crawler crane        LR1500  ...         130.0               184398.0
12  Crawler crane        LR1500  ...         142.0               184398.0
13  Crawler crane      LR1600/2  ...          93.0               249177.0
14  Crawler crane      LR1600/2  ...         114.0               249177.0
15  Crawler crane      LR1600/2  ...         117.0               249177.0
16  Crawler crane      LR1600/2  ...         135.0               249177.0
17  Crawler crane      LR1600/2  ...         147.0               249177.0
18  Crawler crane      LR1600/2  ...         152.0               249177.0
19  Crawler crane      LR1600/2  ...         164.0               249177.0
20  Crawler crane      LR1750/2  ...         101.0               360193.0
21  Crawler crane      LR1500/2  ...         109.0               360193.0
22  Crawler crane      LR1750/2  ...         136.0               360193.0
23  Crawler crane      LR1750/2  ...         147.0               360193.0
24  Crawler crane      LR1500/2  ...         152.0               360193.0
25  Crawler crane      LR1750/2  ...         154.0               360193.0
26  Crawler crane      LR1750/2  ...         165.0               360193.0
27  Crawler crane       LR11000  ...         114.0               579224.0
28  Crawler crane       LR11000  ...         120.0               579224.0
29  Crawler crane       LR11000  ...         132.0               579224.0
30  Crawler crane       LR11000  ...         136.0               579224.0
31  Crawler crane       LR11000  ...         147.0               579224.0
32  Crawler crane       LR11000  ...         152.0               579224.0
33  Crawler crane       LR11000  ...         174.0               579224.0
34  Crawler crane       LR11000  ...         192.0               579224.0
35  Crawler crane       LR11000  ...         198.0               579224.0
36  Crawler crane       LR11000  ...         147.0               579224.0
37  Crawler crane       LR11000  ...         174.0               579224.0
38  Crawler crane  Big LR110000  ...         300.0               810913.6

[39 rows x 16 columns]",Dataframe of specifications of cranes
landbosse.weather_window,Unavailable,"                      Date UTC  Temp C  Pressure atm  ...  Hour  Time window  Season
0    2012-01-01 12:00:00+00:00   2.444      0.952053  ...     5         long  winter
1    2012-01-01 13:00:00+00:00   1.655      0.952275  ...     6         long  winter
2    2012-01-01 14:00:00+00:00   2.512      0.952485  ...     7         long  winter
3    2012-01-01 15:00:00+00:00   2.589      0.953325  ...     8       normal  winter
4    2012-01-01 16:00:00+00:00   1.534      0.954406  ...     9       normal  winter
...                        ...     ...           ...  ...   ...          ...     ...
8779 2013-01-01 07:00:00+00:00  -8.496      0.970703  ...     0         long  winter
8780 2013-01-01 08:00:00+00:00  -8.584      0.970879  ...     1         long  winter
8781 2013-01-01 09:00:00+00:00  -9.121      0.970915  ...     2         long  winter
8782 2013-01-01 10:00:00+00:00  -9.941      0.970998  ...     3         long  winter
8783 2013-01-01 11:00:00+00:00 -10.568      0.971338  ...     4         long  winter

[8784 rows x 11 columns]",Dataframe of wind toolkit data
landbosse.crew,Unavailable,"   Crew type ID   Operation  ...         Labor type ID Number of workers
0            M0  Management  ...       Project manager                 1
1            M0  Management  ...          Site manager                 1
2            M0  Management  ...  Construction manager                 1
3            M0  Management  ...      Project engineer                 1
4            M0  Management  ...  Safety or qc manager                 1
..          ...         ...  ...                   ...               ...
74           C4        Base  ...        Rigger foreman                 1
75           C0        Base  ...        Crane operator                 2
76           C0        Base  ...                 Oiler                 2
77           C0        Base  ...           Iron worker                 3
78           C0        Base  ...        Rigger foreman                 1

[79 rows x 5 columns]",Dataframe of crew configurations
landbosse.crew_price,Unavailable,"           Labor type ID  ...                                   Notes/References
0         Crane operator  ...  2017 National Construction Estimator:  Page 30...
1                  Oiler  ...  (35% burden) https://www.ziprecruiter.com/Sala...
2                 Rigger  ...  2017 National Construction Estimator:  Page 30...
3           Truck driver  ...  2017 National Construction Estimator:  Page 30...
4            Iron worker  ...  2017 National Construction Estimator:  Page 30...
5        Project manager  ...  (50% burden) https://www.salary.com/tools/sala...
6           Site manager  ...  (50% burden) https://www.salary.com/tools/sala...
7   Construction manager  ...  (50% burden) https://www.salary.com/tools/sala...
8       Project engineer  ...  (50% burden) https://www.salary.com/tools/sala...
9   Safety or qc manager  ...  (70% burden) https://www.salary.com/tools/sala...
10     Logistics manager  ...  (50 % burden) https://www.salary.com/research/...
11        Rigger foreman  ...  2017 National Construction Estimator:  Page 30...
12                Rigger  ...  2017 National Construction Estimator:  Page 30...
13              Operator  ...  2017 National Construction Estimator:  Page 30...
14                 Oiler  ...  (35% burden) https://www.ziprecruiter.com/Sala...
15           Electrician  ...  2017 National Construction Estimator:  Page 30...
16             Tool room  ...  2017 National Construction Estimator:  Page 30...
17            QC/QA tech  ...  (50% burden for QC/QC Manager) https://www.zip...
18          Office admin  ...  (35% burden) https://www.salary.com/tools/sala...
19               RSMeans  ...                                                NaN

[20 rows x 4 columns]",Dataframe of costs per hour for each type of worker.
landbosse.equip,Unavailable,"   Equipment ID Operation  ... Crane capacity tonne  Number of equipment
0            E1      Base  ...                  500                    1
1            E1      Base  ...                   50                    1
2            E1       Top  ...                  500                    1
3            E1       Top  ...                   50                    2
4            E2       Top  ...                  600                    1
5            E2       Top  ...                   50                    2
6            E2       Top  ...                  100                    2
7            E3       Top  ...                  750                    1
8            E3       Top  ...                  100                    2
9            E4       Top  ...                 1000                    1
10           E4       Top  ...                  100                    2
11          ST1       Top  ...                  200                    1
12          ST1       Top  ...                  100                    2
13          OL1   Offload  ...                   75                    2
14          OL2   Offload  ...                  200                    2
15           B1      Base  ...                  275                    1
16           B1      Base  ...                   50                    1
17           E2      Base  ...                  600                    1
18           E2      Base  ...                   50                    2
19           E2      Base  ...                  100                    2
20           E3      Base  ...                  750                    1
21           E3      Base  ...                  100                    2
22           E4      Base  ...                 1000                    1
23           E4      Base  ...                  100                    2
24          ST1      Base  ...                  200                    1
25          ST1      Base  ...                  100                    2
26          OL2      Base  ...                  200                    2

[27 rows x 5 columns]",Collections of equipment to perform erection operations.
landbosse.equip_price,Unavailable,"   Equipment name  ...  Fuel consumption gal per day
0    Mobile crane  ...                          44.0
1    Mobile crane  ...                          64.0
2   Crawler crane  ...                          76.0
3   Crawler crane  ...                          72.0
4   Crawler crane  ...                          97.0
5   Crawler crane  ...                         113.0
6   Crawler crane  ...                         130.0
7   Crawler crane  ...                         154.0
8   Crawler crane  ...                         195.0
9   Crawler crane  ...                         252.0
10    Truck crane  ...                           NaN
11             RT  ...                           NaN
12  Offload crane  ...                          44.0
13  Offload crane  ...                          64.0

[14 rows x 5 columns]",Prices for various type of equipment.
landbosse.rsmeans,Unavailable,"                                    Operation ID  ...                                             Source
0                             Concrete placement  ...  Source 2017 National Construction Estimator:  ...
1                             Rebar installation  ...  Source: 2017 National Construction Estimator: ...
2                                         Survey  ...                                                NaN
3                                 Clear and grub  ...                                                NaN
4              Topsoil stripping and stockpiling  ...   2017 National Construction Estimator:  Page 599 
5                Stormwater pollution prevention  ...                                                NaN
6                                       Culverts  ...                                                NaN
7   Compaction of soil (subgrade and crane path)  ...  http://www.get-a-quote.net/QuoteEngine/costboo...
8          Mass material movement (cut and fill)  ...                                                NaN
9                    Placing road base (hauling)  ...                                                NaN
10                       Rough grading road base  ...  http://www.get-a-quote.net/QuoteEngine/costboo...
11                          Compacting road base  ...  http://www.get-a-quote.net/QuoteEngine/costboo...
12                                 Final grading  ...                                                NaN
13                              Road maintanance  ...                                                NaN
14                   Decompaction of crane paths  ...                                                NaN
15                      Reseeding, planting, etc  ...                                                NaN
16                            Concrete placement  ...  Source: 2017 National Construction Estimator: ...
17                            Rebar installation  ...  Source: 2017 National Construction Estimator: ...
18                                        Survey  ...                                                NaN
19                                Clear and grub  ...                                                NaN
20             Topsoil stripping and stockpiling  ...   2017 National Construction Estimator:  Page 599 
21               Stormwater pollution prevention  ...                                                NaN
22                                      Culverts  ...                                                NaN
23  Compaction of soil (subgrade and crane path)  ...  http://www.get-a-quote.net/QuoteEngine/costboo...
24         Mass material movement (cut and fill)  ...                                                NaN
25                   Placing road base (hauling)  ...  http://www.get-a-quote.net/QuoteEngine/costboo...
26                       Rough grading road base  ...  http://www.get-a-quote.net/QuoteEngine/costboo...
27                          Compacting road base  ...  http://www.get-a-quote.net/QuoteEngine/costboo...
28                                 Final grading  ...                                                NaN
29                              Road maintanance  ...                                                NaN
30                   Decompaction of crane paths  ...                                                NaN
31                      Reseeding, planting, etc  ...                                                NaN
32                                    Excavation  ...  Source: 2017 National Construction Estimator: ...
33                                    Excavation  ...  Source: 2017 National Construction Estimator: ...
34                                      Backfill  ...  Source: 2017 National Construction Estimator: ...
35                                      Backfill  ...  Source: 2017 National Construction Estimator: ...
36                                    Collection  ...  Source: 2017 National Construction Estimator: ...
37                                    Collection  ...  Source: 2017 National Construction Estimator: ...
38                                    Collection  ...  Source: 2017 National Construction Estimator: ...
39                                    Collection  ...  Source: 2017 National Construction Estimator: ...
40                                    Collection  ...  Source: 2017 National Construction Estimator: ...
41                                    Collection  ...  Source: 2017 National Construction Estimator: ...

[42 rows x 12 columns]",RSMeans price data
landbosse.cable_specs,Unavailable,"  Array Cable  ...                                              Notes
0     AWG 1/0  ...  2017 National Construction Estimator:  Page 55...
1     AWG 4/0  ...  2017 National Construction Estimator:  Page 55...
2     MCM 500  ...  2017 National Construction Estimator:  Page 55...
3     MCM1000  ...  (curve fitted) 2017 National Construction Esti...
4     MCM1250  ...  (curve fitted) 2017 National Construction Esti...

[5 rows x 9 columns]",cable specs for collection system
landbosse.material_price,Unavailable,"                      Material type ID  ...                                              Notes
0  unique identifier for the material   ...                                                NaN
1                    Concrete 3000 psi  ...                    http://gsiconcrete.com/pricing/
2                    Concrete 5000 psi  ...                    http://gsiconcrete.com/pricing/
3                    Concrete 8000 psi  ...          Curve fit http://gsiconcrete.com/pricing/
4                        Steel - rebar  ...  https://www.steelsupplylp.com/sku/102775?gclid...
5   Road base - 3/4 inch crushed stone  ...     https://homeguide.com/costs/gravel-prices#yard
6                       Excavated dirt  ...                                                NaN
7                             Backfill  ...                                                NaN

[8 rows x 4 columns]",Prices of materials for foundations and roads
