variables,units,values,description
rotorse.rs.brs.layer_start_nd,,"[[0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.16686902 0.17322888 0.17519861 0.24404292 0.25031364 0.25674309
  0.2601131  0.26216479 0.26301813 0.26229258 0.2608899  0.26173665
  0.26288651 0.26939442 0.27114625 0.27347384 0.27501248 0.27480513
  0.2733934  0.27014753 0.26493854 0.25747901 0.24738378 0.23473117
  0.22447352 0.21033325 0.18929697 0.15613976 0.10453425 0.07810563]
 [0.66687843 0.67377476 0.68284466 0.62614325 0.63233757 0.63604374
  0.64008929 0.64415868 0.64739151 0.65003723 0.65177231 0.64988619
  0.64650467 0.63661005 0.63049771 0.62276635 0.61489509 0.60794628
  0.60149145 0.59634842 0.59262454 0.58945366 0.58632167 0.58353464
  0.58195271 0.57976781 0.57656011 0.57126373 0.57187699 0.59210579]
 [0.48933854 0.48921981 0.48810146 0.48690382 0.48644612 0.48553008
  0.48478966 0.48508086 0.48541222 0.48556092 0.48587528 0.48602498
  0.485882   0.48543492 0.48465701 0.48353254 0.48215604 0.48056592
  0.47878709 0.47684585 0.47471734 0.47215125 0.46897104 0.46501489
  0.45988024 0.452757   0.4476121  0.44615188 0.44432846 0.44179699]
 [0.96030628 0.96000337 0.95708503 0.95326474 0.94965889 0.94690321
  0.94468879 0.94307294 0.94165744 0.94097677 0.94068655 0.93996142
  0.93858839 0.93635416 0.93329221 0.9292958  0.92426599 0.92408811
  0.92446603 0.92507871 0.92593127 0.92655006 0.92689747 0.92724895
  0.93242454 0.93265776 0.93274988 0.93269644 0.93231397 0.93112403]
 [0.03969372 0.03999663 0.04291497 0.04673526 0.05034111 0.05309679
  0.05531121 0.05692706 0.05834256 0.05902323 0.05931345 0.06003858
  0.06141161 0.06364584 0.06670779 0.0707042  0.07573401 0.07591189
  0.07553397 0.07492129 0.07406873 0.07344994 0.07310253 0.07275105
  0.06757546 0.06734224 0.06725012 0.06730356 0.06768603 0.06887597]
 [0.22199919 0.22864026 0.23428979 0.30810222 0.31893917 0.32875705
  0.33392904 0.33740915 0.33928914 0.3392146  0.3384365  0.34058564
  0.34387775 0.35337376 0.35899913 0.36610954 0.3733444  0.37975546
  0.38584743 0.39086662 0.39476978 0.39847469 0.40240571 0.40781917
  0.41002596 0.41287645 0.41681445 0.42299553 0.42697134 0.40838186]
 [0.51066013 0.51065016 0.51095497 0.51167876 0.51298704 0.51338148
  0.51333797 0.51418161 0.51491004 0.51531052 0.51586643 0.51651983
  0.51720537 0.51791393 0.51863411 0.51935939 0.52018591 0.52115546
  0.52227869 0.52353396 0.52492957 0.52668134 0.52892577 0.53195667
  0.53606114 0.54153285 0.54435971 0.54324196 0.54226356 0.54177825]
 [0.7220086  0.72918614 0.74193584 0.69020255 0.70096309 0.7080577
  0.71390523 0.71940304 0.72366252 0.72695925 0.72931891 0.72873519
  0.72749591 0.72058938 0.71835059 0.71540205 0.71322701 0.71289661
  0.71394548 0.71706752 0.72245579 0.73044934 0.7413436  0.75348542
  0.76546151 0.7811633  0.80352494 0.83763907 0.88610789 0.9118526 ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.05       0.05       0.05
  0.05       0.05       0.05       0.05       0.05       0.05
  0.05       0.05       0.04       0.05       0.05       0.05      ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]]","2D array of the non-dimensional start point defined along the outer profile of a layer. The TE suction side is 0, the TE pressure side is 1. The first dimension represents each layer, the second dimension represents each entry along blade span."
rotorse.rs.brs.layer_end_nd,,"[[1.         1.         1.         1.         1.         1.
  1.         1.         1.         1.         1.         1.
  1.         1.         1.         1.         1.         1.
  1.         1.         1.         1.         1.         1.
  1.         1.         1.         1.         1.         1.        ]
 [1.         1.         1.         1.         1.         1.
  1.         1.         1.         1.         1.         1.
  1.         1.         1.         1.         1.         1.
  1.         1.         1.         1.         1.         1.
  1.         1.         1.         1.         1.         1.        ]
 [0.22199919 0.22864026 0.23428979 0.30810222 0.31893917 0.32875705
  0.33392904 0.33740915 0.33928914 0.3392146  0.3384365  0.34058564
  0.34387775 0.35337376 0.35899913 0.36610954 0.3733444  0.37975546
  0.38584743 0.39086662 0.39476978 0.39847469 0.40240571 0.40781917
  0.41002596 0.41287645 0.41681445 0.42299553 0.42697134 0.40838186]
 [0.7220086  0.72918614 0.74193584 0.69020255 0.70096309 0.7080577
  0.71390523 0.71940304 0.72366252 0.72695925 0.72931891 0.72873519
  0.72749591 0.72058938 0.71835059 0.71540205 0.71322701 0.71289661
  0.71394548 0.71706752 0.72245579 0.73044934 0.7413436  0.75348542
  0.76546151 0.7811633  0.80352494 0.83763907 0.88610789 0.9118526 ]
 [0.51066013 0.51065016 0.51095497 0.51167876 0.51298704 0.51338148
  0.51333797 0.51418161 0.51491004 0.51531052 0.51586643 0.51651983
  0.51720537 0.51791393 0.51863411 0.51935939 0.52018591 0.52115546
  0.52227869 0.52353396 0.52492957 0.52668134 0.52892577 0.53195667
  0.53606114 0.54153285 0.54435971 0.54324196 0.54226356 0.54177825]
 [0.03969372 0.03999663 0.04291497 0.04673526 0.05034111 0.05309679
  0.05531121 0.05692706 0.05834256 0.05902323 0.05931345 0.06003858
  0.06141161 0.06364584 0.06670779 0.0707042  0.07573401 0.07591189
  0.07553397 0.07492129 0.07406873 0.07344994 0.07310253 0.07275105
  0.06757546 0.06734224 0.06725012 0.06730356 0.06768603 0.06887597]
 [0.16686902 0.17322888 0.17519861 0.24404292 0.25031364 0.25674309
  0.2601131  0.26216479 0.26301813 0.26229258 0.2608899  0.26173665
  0.26288651 0.26939442 0.27114625 0.27347384 0.27501248 0.27480513
  0.2733934  0.27014753 0.26493854 0.25747901 0.24738378 0.23473117
  0.22447352 0.21033325 0.18929697 0.15613976 0.10453425 0.07810563]
 [0.48933854 0.48921981 0.48810146 0.48690382 0.48644612 0.48553008
  0.48478966 0.48508086 0.48541222 0.48556092 0.48587528 0.48602498
  0.485882   0.48543492 0.48465701 0.48353254 0.48215604 0.48056592
  0.47878709 0.47684585 0.47471734 0.47215125 0.46897104 0.46501489
  0.45988024 0.452757   0.4476121  0.44615188 0.44432846 0.44179699]
 [0.66687843 0.67377476 0.68284466 0.62614325 0.63233757 0.63604374
  0.64008929 0.64415868 0.64739151 0.65003723 0.65177231 0.64988619
  0.64650467 0.63661005 0.63049771 0.62276635 0.61489509 0.60794628
  0.60149145 0.59634842 0.59262454 0.58945366 0.58632167 0.58353464
  0.58195271 0.57976781 0.57656011 0.57126373 0.57187699 0.59210579]
 [0.96030628 0.96000337 0.95708503 0.95326474 0.94965889 0.94690321
  0.94468879 0.94307294 0.94165744 0.94097677 0.94068655 0.93996142
  0.93858839 0.93635416 0.93329221 0.9292958  0.92426599 0.92408811
  0.92446603 0.92507871 0.92593127 0.92655006 0.92689747 0.92724895
  0.93242454 0.93265776 0.93274988 0.93269644 0.93231397 0.93112403]
 [1.         1.         1.         1.         1.         1.
  1.         1.         1.         1.         1.         1.
  1.         1.         1.         0.95       0.95       0.95
  0.95       0.95       0.95       0.95       0.95       0.95
  0.95       0.95       0.95       0.95       0.95       0.95      ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]]","2D array of the non-dimensional end point defined along the outer profile of a layer. The TE suction side is 0, the TE pressure side is 1. The first dimension represents each layer, the second dimension represents each entry along blade span."
rotorse.rs.brs.root_M,N*m,[ 13590686.81707344 -45828425.5381549         -0.        ],Blade root moment in blade c.s.
rotorse.rs.brs.s_f,,[2.5],Safety factor
rotorse.rs.brs.d_f,m,[0.03],Diameter of the fastener
rotorse.rs.brs.sigma_max,Pa,[6.75e+08],Max stress on bolt
rotorse.rs.bjs.load_factor,,[1.],input load multiplier. 1.35 recommended for DLC6.1. [float]
rotorse.rs.bjs.nprf,,[1.2],bolt proof safety factor. [float]
rotorse.rs.bjs.ny,,[2.],bolt yield safety factor. [float]
rotorse.rs.bjs.ns,,[2.],bolt shear safety factor. [float]
rotorse.rs.bjs.n0,,[2.],bolt separation safety factor. [float]
rotorse.rs.bjs.nf,,[2.],bolt fatigue safety factor. [float]
rotorse.rs.bjs.Sp_bolt,Pa,[8.3e+08],bolt proof strength. [float]
rotorse.rs.bjs.Sy_bolt,Pa,[9.4e+08],bolt yield strength. [float]
rotorse.rs.bjs.Su_bolt,Pa,[1.04e+09],bolt ultimate strength. [float]
rotorse.rs.bjs.Se_bolt,Pa,[1.62e+08],bolt endurance strength. [float]
rotorse.rs.bjs.E_bolt,Pa,[2.e+11],bolt elastic modulus. [float]
rotorse.rs.bjs.d_bolt,m,[0.048],bolt diameter. [float]
rotorse.rs.bjs.L_bolt,m,[1.],bolt length. [float]
rotorse.rs.bjs.m_bolt,kg,[15.15],bolt+washer mass. [float]
rotorse.rs.bjs.rho_mat,kg/m**3,[1235. 1100. 1940. 1600. 1940. 1940.  130. 1150. 8500. 7800.],list of material densities. [(n_mat) 1D array of str]
rotorse.rs.bjs.Xt_mat,Pa,"[[0.0000e+00 0.0000e+00 0.0000e+00]
 [6.1510e+07 6.1510e+07 6.1510e+07]
 [6.4023e+08 3.8100e+07 0.0000e+00]
 [1.2852e+09 3.8100e+07 0.0000e+00]
 [4.6210e+07 4.6210e+07 0.0000e+00]
 [4.3563e+08 7.6440e+07 0.0000e+00]
 [2.0830e+06 2.0830e+06 2.0830e+06]
 [0.0000e+00 0.0000e+00 0.0000e+00]
 [3.6000e+08 3.6000e+08 3.6000e+08]
 [1.6500e+09 1.6500e+09 1.6500e+09]]",list of material tensile strengths. [(n_mat x 3) 2D array of float]
rotorse.rs.bjs.Xy_mat,Pa,"[0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00
 4.50e+08 1.79e+09]",list of material yield strengths. [(n_mat x 3) 1D array of float]
rotorse.rs.bjs.E_mat,Pa,"[[3.44000e+09 3.44000e+09 3.44000e+09]
 [4.56000e+06 4.56000e+06 4.56000e+06]
 [4.37000e+10 1.65000e+10 1.54500e+10]
 [1.57599e+11 9.10000e+09 9.10000e+09]
 [1.10231e+10 1.10231e+10 1.60477e+10]
 [2.82114e+10 1.62388e+10 1.58355e+10]
 [1.42500e+08 1.42500e+08 1.42500e+08]
 [1.00000e+06 1.00000e+06 1.00000e+06]
 [2.10000e+11 2.10000e+11 2.10000e+11]
 [2.10000e+11 2.10000e+11 2.10000e+11]]",list of material elastic moduli. [(n_mat x 3) list of float]
rotorse.rs.bjs.S_mat,Pa,"[[0.0000e+00 0.0000e+00 0.0000e+00]
 [3.6610e+07 3.6610e+07 3.6610e+07]
 [3.0170e+07 1.8970e+07 6.2100e+06]
 [3.0170e+07 1.8970e+07 6.2100e+06]
 [1.2446e+08 1.8970e+07 6.2100e+06]
 [8.5060e+07 1.8970e+07 6.2100e+06]
 [1.2500e+06 1.2500e+06 1.2500e+06]
 [0.0000e+00 0.0000e+00 0.0000e+00]
 [0.0000e+00 0.0000e+00 0.0000e+00]
 [0.0000e+00 0.0000e+00 0.0000e+00]]",
rotorse.rs.bjs.Se_insert,Pa,[3.16e+08],insert material endurance limit. [float]
rotorse.rs.bjs.mu_joint,,[0.5],steel insert friction factor. [float]
rotorse.rs.bjs.joint_position,,[0.7],nondimensionalized joint position along blade
rotorse.rs.bjs.bolt_spacing_dia,,[3.],joint bolt spacing along sparcap in y. [int]
rotorse.rs.bjs.ply_drop_slope,,[0.125],required ply drop slope. [float]
rotorse.rs.bjs.t_adhesive,m,[0.005],insert-sparcap adhesive thickness. [float]
rotorse.rs.bjs.t_max_sc,,[0.25],maximum spar cap thickness per spar cap height. [float]
rotorse.rs.bjs.w_sc,m,[0.02],original spar cap width. [float]
rotorse.rs.bjs.t_sc,m,[0.8],original spar cap thickness. [float]
rotorse.rs.bjs.chord,m,"[4.6192808  4.63515379 4.64775572 4.65746403 4.66465614 4.6697095
 4.67300152 4.67490963 4.67581126 4.67608385 4.67268527 4.62394998
 4.52411235 4.38168774 4.20519152 4.00313907 3.78404575 3.55642693
 3.32879799 3.1096743  2.89968961 2.67810254 2.44373811 2.19724605
 1.93927614 1.67047812 1.39150174 1.10299676 0.80561293 0.5       ]",chord length at joint station. [(n_span x 3) 1D array of float]
rotorse.rs.bjs.layer_thickness,m,"[[0.001      0.001      0.001      0.001      0.001      0.001
  0.001      0.001      0.001      0.001      0.001      0.001
  0.001      0.001      0.001      0.001      0.001      0.001
  0.001      0.001      0.001      0.001      0.001      0.001
  0.001      0.001      0.001      0.001      0.001      0.001     ]
 [0.041      0.033      0.026      0.02       0.015      0.011
  0.00828454 0.00651243 0.00536208 0.00470248 0.00440263 0.00433155
  0.00435823 0.00435168 0.00430703 0.0042194  0.00408392 0.00389572
  0.00364992 0.00334165 0.00298133 0.00257936 0.00214615 0.00169212
  0.00122768 0.001      0.001      0.001      0.001      0.001     ]
 [0.         0.01036386 0.01802123 0.02536166 0.03206819 0.03782389
  0.04231181 0.045215   0.04621651 0.04569527 0.04403017 0.04160014
  0.03878408 0.03596091 0.03350953 0.03135807 0.02943466 0.02766741
  0.02598444 0.02431388 0.02258386 0.02080428 0.01898505 0.01713608
  0.0152673  0.0133886  0.0115099  0.0096312  0.0077525  0.00587381]
 [0.         0.01247806 0.01761157 0.02274509 0.02766418 0.03215441
  0.03600136 0.0389906  0.04090771 0.04153826 0.04110173 0.03981761
  0.0379054  0.03558457 0.03307463 0.03059505 0.02815655 0.02576987
  0.02344572 0.02119482 0.01902789 0.01695567 0.01496235 0.01303217
  0.01114933 0.00929806 0.00746257 0.00562708 0.00379159 0.00195611]
 [0.         0.         0.00665003 0.00814812 0.00964621 0.0111443
  0.01260256 0.01398116 0.01524026 0.01634003 0.01724065 0.01790228
  0.01832761 0.01851932 0.01848012 0.01821267 0.01771968 0.01700382
  0.01610578 0.01506624 0.01392586 0.01272533 0.01150532 0.01030652
  0.00912537 0.00795837 0.00680196 0.00565261 0.0045068  0.003361  ]
 [0.         0.         0.02334323 0.02514806 0.0269529  0.02875774
  0.03056258 0.03236741 0.03399538 0.0352696  0.03601321 0.03604932
  0.03520108 0.0332916  0.03059387 0.02738085 0.02392552 0.02050085
  0.01737982 0.0148354  0.01277149 0.01109198 0.00970078 0.00850179
  0.0073989  0.006296   0.00519311 0.00409022 0.00298732 0.        ]
 [0.         0.         0.01864022 0.02290439 0.02716855 0.03128208
  0.03509432 0.03845464 0.04121238 0.04321692 0.0443176  0.04463178
  0.04427681 0.04337004 0.04202882 0.04037051 0.03851246 0.03646388
  0.03423398 0.03183196 0.02926705 0.02654845 0.02368537 0.02070189
  0.01762209 0.01447005 0.01126986 0.00804558 0.00482131 0.00159703]
 [0.         0.         0.01067832 0.01302775 0.01537718 0.0177266
  0.02007603 0.02234366 0.02444771 0.02630638 0.02783787 0.0289604
  0.02959217 0.02979168 0.02961743 0.02912793 0.02838168 0.02743718
  0.02635293 0.02511064 0.02369203 0.0220788  0.02025266 0.01819533
  0.01588852 0.0133738  0.01069276 0.00788698 0.00499804 0.00206752]
 [0.         0.         0.01171413 0.01476495 0.01781576 0.02086658
  0.02391739 0.02696821 0.03001902 0.03295299 0.03565325 0.03800297
  0.03988528 0.04118335 0.04178032 0.04172736 0.04107568 0.03987644
  0.03818083 0.03604003 0.03350522 0.03064208 0.02751627 0.02419345
  0.02073929 0.01721947 0.01369965 0.01017983 0.00666001 0.00314019]
 [0.         0.         0.03598738 0.04397734 0.05196731 0.05963021
  0.066639   0.07266661 0.07738598 0.08047006 0.08159179 0.08099669
  0.07893026 0.07563804 0.07136553 0.06635826 0.06086173 0.05503573
  0.04904003 0.04303439 0.03717859 0.03163241 0.02655561 0.02186997
  0.01749725 0.01335922 0.00937765 0.00547432 0.00157099 0.001     ]
 [0.041      0.033      0.026      0.02       0.01531562 0.01261405
  0.01008929 0.00782972 0.00592376 0.00445981 0.00352627 0.00301625
  0.00282289 0.00283929 0.0029586  0.00307391 0.00307837 0.00299303
  0.00283898 0.00263728 0.00240901 0.00217523 0.00195702 0.00175179
  0.00155694 0.00136987 0.00118799 0.00100871 0.001      0.001     ]
 [0.         0.         0.         0.00216423 0.00221016 0.00225609
  0.00230203 0.00234796 0.00238579 0.0024074  0.0024047  0.00236957
  0.00229392 0.00216963 0.00201292 0.00184    0.00166708 0.00151037
  0.00138608 0.00131043 0.0012753  0.0012726  0.00129421 0.00133204
  0.00137797 0.00142391 0.00146984 0.00151577 0.0015617  0.        ]
 [0.         0.         0.         0.03748906 0.03611723 0.03474541
  0.0333631  0.03195982 0.0305251  0.02904844 0.02751938 0.02592742
  0.02433745 0.02281437 0.02142306 0.02022841 0.01929532 0.01868866
  0.01834679 0.01820803 0.02       0.02       0.02       0.02
  0.02       0.02       0.02       0.02       0.02       0.        ]
 [0.         0.         0.         0.00207236 0.0021183  0.00216423
  0.00221016 0.00225609 0.00230203 0.00234796 0.00238579 0.0024074
  0.0024047  0.00236957 0.00229392 0.00216963 0.00201292 0.00184
  0.00166708 0.00151037 0.00138608 0.00131043 0.0012753  0.0012726
  0.00129421 0.00133204 0.00137797 0.00142391 0.00146984 0.        ]
 [0.         0.         0.         0.0025176  0.00244513 0.00237266
  0.00230019 0.00222772 0.00215449 0.00207974 0.00200272 0.00192266
  0.0018388  0.00175038 0.00166147 0.0015761  0.00149834 0.00143223
  0.00138184 0.0013512  0.00133703 0.00133604 0.00134493 0.00136041
  0.00137918 0.00139795 0.00141672 0.00143549 0.00145426 0.        ]
 [0.         0.         0.         0.03770661 0.03634612 0.03498563
  0.03361392 0.03221976 0.03079194 0.02931923 0.02779041 0.02619427
  0.02459556 0.02305903 0.02164945 0.02043157 0.02       0.02
  0.02       0.02       0.02       0.02       0.02       0.02
  0.02       0.02       0.02       0.02       0.02       0.        ]
 [0.         0.         0.         0.00266254 0.00259007 0.0025176
  0.00244513 0.00237266 0.00230019 0.00222772 0.00215449 0.00207974
  0.00200272 0.00192266 0.0018388  0.00175038 0.00166147 0.0015761
  0.00149834 0.00143223 0.00138184 0.0013512  0.00133703 0.00133604
  0.00134493 0.00136041 0.00137918 0.00139795 0.00141672 0.        ]]","2D array of the thickness of the layers of the blade structure. The first dimension represents each layer, the second dimension represents each entry along blade span."
